go
Launcher pod spec file: .nextflow.pod.yaml
Pod submitted: eo-experiment-r4-n10-e2 .. waiting to start[2K Pod started: eo-experiment-r4-n10-e2
N E X T F L O W  ~  version 21.04.0-edge
Launching `/workdir/B5-Workflow-Earth-Observation/EO-01/workflow-dsl2.nf` [eo-experiment-r4-n10-e2] - revision: 95e4f03f65
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[12/0db045] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19990915_20180210_01_T1)
[c1/059fff] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19940528_20180210_01_T1)
[5b/e7952c] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19951123_20180210_01_T1)
[d6/4ee715] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20040201_20180310_01_T1)
[5f/5628d4] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20060902_20180309_01_T1)
[08/f78c33] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20030427_20170125_01_T1)
[bf/370bd6] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20050315_20170115_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[ae/edd9c1] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20020814_20170129_01_T1)
[c9/967378] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19920115_20180210_01_T1)
[57/e7ca28] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19980726_20180810_01_T1)
[02/0b88e5] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19990611_20170504_01_T1)
[3d/c1b578] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19950904_20180210_01_T1)
[f8/4bf869] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19900314_20171214_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[40/a3db20] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19860810_20170216_01_T1)
[21/3b5db9] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20000816_20180913_01_T1)
[47/d081a7] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20031012_20161204_01_T1)
[82/496e64] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19910605_20170808_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[52/913b8d] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20020424_20170130_01_T1)
[f9/1b75e7] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_19990806_20170218_01_T1)
[3f/34dc06] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19981014_20170717_01_T1)
[8e/d7aeb9] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20010702_20180311_01_T1)
[65/811b3a] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19900720_20180210_01_T1)
[fb/5ba9b0] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19860522_20170217_01_T1)
[40/02e961] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19850401_20171213_01_T1)
[c7/b39e6c] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19950107_20180210_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[c1/29a45a] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19911230_20170908_01_T1)
[20/59e3fe] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19950531_20180210_01_T1)
[ed/a87169] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19890327_20170908_01_T1)
[75/7e1845] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20040920_20170119_01_T1)
[0c/27ca69] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20041115_20180310_01_T1)
[3d/2d9e68] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20010531_20180726_01_T1)
[87/5a48a2] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19900821_20170613_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[65/36ae76] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19890311_20170717_01_T1)
[4d/d03d2c] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19950819_20180210_01_T1)
[6b/a5ebf5] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19891208_20180210_01_T1)
[0f/367a11] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19960906_20180210_01_T1)
[2a/492d90] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19940715_20180210_01_T1)
[54/fcdd74] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19980216_20180210_01_T1)
[33/3b510c] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20030825_20161204_01_T1)
[7a/d98c8c] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19920319_20180210_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[51/db9b47] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19840719_20171213_01_T1)
[1c/c25c4c] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19910925_20170717_01_T1)
[d6/954fe3] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19970824_20180210_01_T1)
[e3/5c0ab9] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19851127_20171212_01_T1)
[bb/8727ab] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19870525_20170212_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[4f/8d314b] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20050227_20170117_01_T1)
[78/b2672d] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19940629_20180210_01_T1)
[1a/4a8094] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19911214_20180301_01_T1)
[f2/a54cb2] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19961109_20180210_01_T1)
[15/9da84c] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19981014_20180821_01_T1)
[6f/4612d8] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19841023_20170220_01_T1)
[35/2b8ac9] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20020203_20170201_01_T1)
[07/afe5ee] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20020619_20180616_01_T1)
[74/ca1e72] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19881002_20170717_01_T1)
[ec/77e247] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19900330_20180210_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[b6/035aa2] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20000808_20170210_01_T1)
[15/0ba4bc] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20010429_20180311_01_T1)
[64/e6ec28] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20010208_20180311_01_T1)
[a5/973a12] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20060817_20180310_01_T1)
[71/578180] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19840820_20170220_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[05/83365c] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19890717_20180210_01_T1)
[e3/6be691] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19960618_20180210_01_T1)
[2f/9dfffd] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20060505_20170109_01_T1)
[17/3e42e8] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19870914_20180219_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[1d/e1a482] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_19990822_20170217_01_T1)
[ba/d9be87] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20040819_20170119_01_T1)
[34/c2dd33] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19910112_20180219_01_T1)
[56/9ef8e7] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20010811_20170204_01_T1)
[ef/86fa24] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19890507_20180620_01_T1)
[4a/ae0040] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_20060607_20180310_01_T1)
[0c/9a8f7e] Submitted process > preprocessing:preprocess (LT04_L1TP_182035_19891209_20170201_01_T1)
[f8/944023] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19960915_20180210_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[38/7e50cf] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_19990730_20170218_01_T1)
[25/2597ff] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_20051002_20170112_01_T1)
[40/47be99] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_20040617_20180311_01_T1)
[c2/7406f6] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_20010727_20161210_01_T1)
[74/5ff6ec] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_19991221_20170215_01_T1)
[e6/ab9937] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19970817_20180210_01_T1)
[53/eb3e4f] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19950305_20180210_01_T1)
[75/7f8b0a] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_20060514_20170108_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[da/274f38] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19890304_20180302_01_T1)
[d7/14eb68] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_20000614_20170211_01_T1)
[07/b0d044] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_20010209_20170207_01_T1)
[e6/380c08] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19901118_20180210_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[02/2c1704] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_20000326_20170212_01_T1)
[8e/a81336] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19940809_20200430_01_T1)
[1b/71e243] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19860920_20180430_01_T1)
[27/4ef941] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_20030303_20170126_01_T1)
[9a/62d7fd] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19881011_20180210_01_T1)
[0c/eddd95] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19911004_20180210_01_T1)
[01/880288] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19960103_20180210_01_T1)
[57/840c8c] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19980703_20171214_01_T1)
[c8/4f553b] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_20060522_20180310_01_T1)
[bf/b86487] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_20010625_20180929_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[8d/c43b6a] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19971223_20180210_01_T1)
[12/52b166] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19900814_20170128_01_T1)
[b3/9eb5d0] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_20050628_20170115_01_T1)
[07/af610d] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_20030114_20170213_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[0e/5d1ebc] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_20001105_20170209_01_T1)
[fe/dfe7de] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19950913_20180210_01_T1)
[f3/0acdd5] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19981007_20180821_01_T1)
[d2/7a75cf] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_19990916_20170217_01_T1)
[70/0492d2] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19981023_20170717_01_T1)
[41/06c640] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19910105_20180210_01_T1)
[8b/5eca72] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_20051111_20180126_01_T1)
[6d/d93bcf] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_20011124_20170213_01_T1)
[61/378ed4] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19890115_20180613_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[7c/5e8208] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19910716_20171208_01_T1)
[18/1de8d3] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19941113_20180210_01_T1)
[4d/6a3c62] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_20031130_20170123_01_T1)
[fa/37746a] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_20000521_20180914_01_T1)
[cd/a5f168] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_20000207_20170213_01_T1)
[0c/5bcd04] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19970716_20180210_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[fc/94188c] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19961220_20180210_01_T1)
[a9/b3ea34] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19900713_20180210_01_T1)
[6f/f56e3a] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19910529_20180113_01_T1)
[b0/a072c3] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19920920_20180302_01_T1)
[52/07a636] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_20060530_20170108_01_T1)
[ab/014dce] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_20051205_20170111_01_T1)
[70/b467ce] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19840509_20171214_01_T1)
[20/231026] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_20020714_20180902_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[6e/f3a1b1] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19960627_20180210_01_T1)
[cd/e5d4af] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_20011007_20170203_01_T1)
[39/ef87b8] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_20000926_20171211_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[ca/1aee5a] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19941231_20180210_01_T1)
[09/5b50a9] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19900323_20180210_01_T1)
[7a/c26d7e] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_20000708_20171210_01_T1)
[76/970522] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19980905_20171208_01_T1)
[72/1b460f] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_20020228_20170131_01_T1)
[0c/63fc3b] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19870705_20170212_01_T1)
[67/906d06] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19880113_20170907_01_T1)
[cb/c29093] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_20010422_20180311_01_T1)
[34/68f35a] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19940129_20171214_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[42/00ee73] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19930721_20180210_01_T1)
[47/c70445] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19950828_20201112_01_T1)
[db/33d403] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19940521_20180210_01_T1)
[b9/5dc869] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19880129_20180210_01_T1)
[7b/fb4cc8] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19951202_20170907_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[10/401e40] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_20030130_20170126_01_T1)
[f2/b8733d] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19980820_20171215_01_T1)
[08/34bb3a] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_20050409_20170115_01_T1)
[7f/534c58] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19911223_20180210_01_T1)
[0d/ccdcb4] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19900830_20180302_01_T1)
[3e/b7fe43] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19960510_20180210_01_T1)
[a6/2431d9] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_20010108_20170208_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[07/fcb857] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19880707_20170613_01_T1)
[24/97d060] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_20060717_20170107_01_T1)
[98/016e74] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19860224_20180210_01_T1)
[23/d0bc82] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19910614_20180210_01_T1)
[1c/b32e0f] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19940419_20180210_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[a3/4b3843] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19970529_20180210_01_T1)
[e1/c1d2c4] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19850205_20170219_01_T1)
[cc/81ea3b] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_20020628_20161208_01_T1)
[b5/6c7d79] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19920718_20180218_01_T1)
[b1/667204] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19980905_20180727_01_T1)
[89/8a139d] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19930502_20180210_01_T1)
[35/e06794] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19900526_20170717_01_T1)
[d5/980cc8] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_20061029_20180309_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[8f/1ee14e] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19950625_20180210_01_T1)
[f1/598cc8] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_20050815_20170113_01_T1)
[75/1173bb] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19870502_20170213_01_T1)
[bc/504adc] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19960713_20180210_01_T1)
[0a/529780] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_20010804_20170204_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[76/b5b4f3] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19880723_20180210_01_T1)
[38/26bfc2] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19950406_20180210_01_T1)
[32/94eb42] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19950524_20180210_01_T1)
[90/b05827] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_20060903_20170108_01_T1)
[95/ceb43e] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19931025_20180210_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[6b/4c1f34] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_20001215_20180312_01_T1)
[e5/1e0647] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19930923_20180210_01_T1)
[9f/f9e1a6] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_20020127_20170201_01_T1)
[c6/2b5ac5] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19930705_20170717_01_T1)
[54/1fcf1d] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19930806_20180210_01_T1)
[fd/045c83] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19950609_20180210_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[5a/829688] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19940910_20180112_01_T1)
[44/74e0e8] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19901017_20180613_01_T1)
[a8/9b598c] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_20011226_20170201_01_T1)
[d2/c0fca5] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19920515_20180210_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[a1/00d64a] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19880909_20180210_01_T1)
[94/eca2c0] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_20020308_20180501_01_T1)
[50/ac8c1a] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_20040719_20180309_01_T1)
[bf/0940c8] Submitted process > preprocessing:preprocess (LT04_L1TP_182035_19880121_20170210_01_T1)
[62/98a01c] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19921006_20171209_01_T1)
[41/4f9011] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_20040711_20170120_01_T1)
[12/03ef74] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19870721_20170211_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[9c/c61a8c] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_20061208_20170106_01_T1)
[62/3f823f] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_20010719_20170204_01_T1)
[7a/6225d6] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19860531_20170217_01_T1)
[9e/c06af3] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19960830_20180210_01_T1)
[60/5be07a] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19930315_20180112_01_T1)
[f5/68b20e] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19850901_20171212_01_T1)
[bf/6faf48] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_20000310_20170213_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[84/e1ee60] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19871009_20170210_01_T1)
[99/9fdc52] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19860718_20170217_01_T1)
[5d/f2a511] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_20050807_20180127_01_T1)
[f4/d8b02f] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19961118_20180210_01_T1)
[a6/681140] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19871110_20170908_01_T1)
[2c/29c1d1] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19970918_20180210_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[b0/2d7178] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19910411_20171214_01_T1)
[0c/d036eb] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_20040913_20170119_01_T1)
[15/8b8b1c] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_20010812_20180501_01_T1)
[9c/96f560] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19941028_20180210_01_T1)
[27/4d7804] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_20001121_20170209_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[58/b47d47] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_20030319_20170125_01_T1)
[c7/095295] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19920702_20170907_01_T1)
[1f/09df37] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19890726_20180210_01_T1)
[ef/5d460c] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19940622_20180210_01_T1)
[18/5644a6] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19860616_20180430_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[b7/bdfdbb] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_20010929_20170908_01_T1)
[72/d2e738] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19930518_20180210_01_T1)
[26/3e3bef] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19910918_20180210_01_T1)
[74/75fefe] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_20030420_20170126_01_T1)
[86/53f6b4] Submitted process > preprocessing:preprocess (LT04_L1TP_182035_19890107_20170204_01_T1)
[7c/1ac250] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19940809_20180721_01_T1)
[5f/3c04bb] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19851206_20171212_01_T1)
[be/2c9541] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_20050425_20170115_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 10 Insufficient cpu, 10 Insufficient memory, 14 node(s) didn't match node selector.
[e1/d26caa] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19860819_20170216_01_T1)
[23/902519] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19970801_20180210_01_T1)
[15/f6b091] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19980601_20171215_01_T1)
[59/45422c] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19990503_20180210_01_T1)
